brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
ferrari,Ferrari F430,black,07/2008,2008,129900,360.0,489.0,Semi-automatic,Petrol,5.1,119 g/km,42500.0,Spider F1/Racing Seats/KW Fahrwerk/ Novitec
bentley,Bentley Bentayga,grey,06/2020,2020,196350,467.0,635.0,Automatic,Petrol,14.0,320 g/km,26900.0,BENTAYGA SPEED W12 | BLACK SPECIFICATION
lamborghini,Lamborghini Urus,yellow,11/2018,2018,285889,478.0,650.0,Automatic,Petrol,12.7,325 g/km,34650.0,B&O CARBON NIGHT STYLE PANO 22Z HEAD DAB Q-Citura
land-rover,Land Rover Defender,black,04/2023,2023,105430,221.0,300.0,Automatic,Diesel,7.8,204 g/km,5500.0,110 3.0 D300 MHEV X AHK
lamborghini,Lamborghini Urus,grey,05/2023,2023,474980,490.0,666.0,Automatic,Petrol,14.1,320 g/km,887.0,Performante
land-rover,Land Rover Range Rover Sport,blue,01/2023,2023,152000,324.0,441.0,Automatic,Hybrid,0.9,20 g/km,2660.0,P440e PHEV DYNAMIC SE -STDHZ-
aston-martin,Aston Martin DBX,silver,10/2022,2022,255707,520.0,707.0,Automatic,Petrol,14.0,323 g/km,3100.0,707 by -Q-Carbon-Leder blau-Pano-ACC-AHK
maserati,Maserati GranTurismo,black,09/2018,2018,129979,338.0,460.0,Automatic,Petrol,21.9,331 g/km,32165.0,MC  *Alcantara-Paket*
bentley,Bentley Mulsanne,grey,09/2017,2017,239800,395.0,537.0,Automatic,Petrol,14.6,342 g/km,19500.0,6.75 Speed Automatik
lamborghini,Lamborghini Huracan,white,02/2016,2016,159900,449.0,610.0,Automatic,Petrol,12.5,290 g/km,118000.0,LP610-4 *Lift*Keramik*Kamera* 20*
bmw,BMW X7,black,01/2023,2023,118881,280.0,381.0,Automatic,Petrol,9.9,223 g/km,4055.0,"xDrive 40i M Sport,Facelift,Panoram,SoftClose"
bentley,Bentley Continental,grey,06/2015,2015,119850,467.0,635.0,Automatic,Petrol,14.1,330 g/km,72380.0,Speed Tungston  Fireglow Approved
ferrari,Ferrari SF90 Stradale,black,06/2021,2021,549900,735.0,999.0,Automatic,Hybrid,7.4,330 g/km,1000.0,Assetto Fiorano
ferrari,Ferrari F8 Tributo,red,11/2021,2021,329000,530.0,721.0,Automatic,Petrol,5.1,119 g/km,3700.0,Coupé  - KARBON RACING SITZE - LIFT
ferrari,Ferrari 488,black,07/2019,2019,286900,493.0,670.0,Automatic,Petrol,5.1,119 g/km,18000.0,LED Lenkrad* Keramik * Lift* KAMERA
ferrari,Ferrari 360,red,02/2000,2000,119500,294.0,400.0,Manual,Petrol,17.9,440 g/km,36000.0,Ferrari *6G*ZR+Kuppl. NEU*FINA ohne Bank
bmw,BMW M5,green,07/2021,2021,194490,467.0,635.0,Automatic,Petrol,11.3,258 g/km,1981.0,CS Carbonsitze 1von1.100
land-rover,Land Rover Defender,red,03/2023,2023,129800,386.0,525.0,Automatic,Petrol,12.8,290 g/km,7000.0,"110 5.0 P525 V8*HEAD-UP*BLACK PACK*22"""
ferrari,Ferrari 458,blue,07/2015,2015,1045800,445.0,605.0,Automatic,Petrol,13.3,307 g/km,2824.0,Speciale Aperta |Tour de France| 878.824€ n.
lamborghini,Lamborghini Aventador,grey,10/2020,2020,769900,566.0,770.0,Automatic,Petrol,17.9,486 g/km,1450.0,SVJ Roadster LP770-4
lamborghini,Lamborghini Urus,blue,06/2021,2021,259000,478.0,650.0,Automatic,Petrol,5.1,119 g/km,33000.0,*Carbon Package BIG*B&O*1.Hand*Deut.Auslief.
lamborghini,Lamborghini Urus,yellow,05/2021,2021,337000,478.0,650.0,Automatic,Petrol,5.1,119 g/km,9832.0,Pearl Capsule Dt.Auto*1.Hand*u-frei*Carbon
audi,Audi A3,black,12/2020,2020,159999,110.0,150.0,Manual,Petrol,4.8,114 g/km,33128.0,Limousine advanced 35 TFSI Nav/ACC/sound/PhoneBox
bentley,Bentley Bentayga,black,02/2018,2018,139990,447.0,608.0,Automatic,Petrol,13.1,296 g/km,68900.0,W12 *Rear Entertainment*
ferrari,Ferrari F430,red,07/2008,2008,359430,375.0,510.0,Automatic,Petrol,5.1,119 g/km,6800.0,Scuderia|Sammler-Sondermodell|CC Brakes|19%
ferrari,Ferrari GTC4 Lusso,red,10/2019,2019,194610,449.0,610.0,Automatic,Petrol,5.1,119 g/km,31020.0,Rosso Mugello*PANORAMADACH*Lift*AD
audi,Audi RS6,black,04/2023,2023,158890,441.0,600.0,Automatic,Petrol,13.1,289 g/km,999.0,Avant Dyn+/HuD/Laser/Pano/B&Oadv/Assist/StHz
land-rover,Land Rover Range Rover Sport,grey,04/2020,2020,109900,423.0,575.0,Automatic,Petrol,12.7,290 g/km,34412.0,"P575 SVR 22"" AHK Karbon-Paket!"
bmw,BMW X6 M,red,09/2020,2020,103999,294.0,400.0,Automatic,Diesel,7.2,189 g/km,55000.0,d Carbon Belüftung Soft Close B&W TV
bentley,Bentley Continental,blue,07/2021,2021,279780,485.0,659.0,Automatic,Petrol,13.5,308 g/km,2800.0,GT Speed *NAIM*Standhzg.*
ferrari,Ferrari 599,black,06/2007,2007,149900,456.0,620.0,Automatic,Petrol,21.3,490 g/km,78700.0,Fiorano F1 |HGTE - Paket | Wertanlage
ferrari,Ferrari F430,red,06/2006,2006,149988,360.0,489.0,Automatic,Petrol,18.3,420 g/km,18000.0,Spider F1 F 28 FORMULA 1 WORLD TITLES
bentley,Bentley Bentayga,black,06/2023,2023,297322,404.0,549.0,Automatic,Petrol,13.0,294 g/km,27.0,"Azure V8 BLACK/BROWN 2023 LED LAMP 22"""
maserati,Maserati Levante,green,11/2021,2021,154888,427.0,581.0,Automatic,Petrol,13.2,299 g/km,9516.0,Trofeo MY22
ferrari,Ferrari Portofino,red,11/2020,2020,368900,441.0,600.0,Automatic,Petrol,10.7,245 g/km,11105.0,Superfast *Ferrari-Dresden*
bentley,Bentley Bentayga,blue,12/2022,2022,299890,404.0,549.0,Automatic,Petrol,12.0,272 g/km,7500.0,EWB Azure V8 * FIRST EDITION * MULLINER *
ferrari,Ferrari 612,grey,05/2007,2007,129000,397.0,540.0,Automatic,Petrol,5.1,119 g/km,36670.0,Scaglietti F1 *GTC* Handling Paket
aston-martin,Aston Martin DBX,black,03/2023,2023,239900,405.0,551.0,Automatic,Petrol,16.9,269 g/km,1250.0,"** Sport Exhaust**, AHK, Standheizung"
audi,Audi RS7,bronze,12/2021,2021,235999,544.0,740.0,Automatic,Petrol,11.6,291 g/km,3100.0,R ABT 1 OF 125+CARBON+360°+BOSE+HEAD-UP
bentley,Bentley Continental GTC,grey,06/2021,2021,283208,404.0,549.0,Automatic,Petrol,5.1,119 g/km,3700.0,4.0 V8 - Bang&Olufsen
jeep,Jeep Wrangler,black,11/2016,2016,159900,527.0,717.0,Automatic,Petrol,15.3,361 g/km,1500.0,Unlimited 6.2 V8 Hellcat by ALLRADPAULI
bentley,Bentley Continental GT,black,05/2020,2020,195900,404.0,549.0,Automatic,Petrol,5.1,119 g/km,34736.0,V8 Mulliner* Blackline * 1. Hd.*
maserati,Maserati Levante,black,07/2021,2021,109988,390.0,530.0,Automatic,Petrol,13.3,314 g/km,10.0,3.8 V8 530 GTS FahrassistP Bowers PanoD
ferrari,Ferrari 488,white,01/2018,2018,329900,492.0,669.0,Automatic,Petrol,11.4,260 g/km,28000.0,*Lift*NAV*Racing*RFK*Miete*Mietkauf
bentley,Bentley Continental GTC,beige,04/2023,2023,309500,404.0,549.0,Automatic,Petrol,11.7,266 g/km,3100.0,Azure V8 - MY23 - BENTLEY BERLIN
bentley,Bentley Continental,white,02/2018,2018,139980,373.0,507.0,Automatic,Petrol,10.9,254 g/km,45450.0,GT V8 Cabrio deutsche Auslieferung
ferrari,Ferrari California,black,09/2011,2011,139000,338.0,460.0,Automatic,Petrol,5.1,119 g/km,20000.0,Cabrio
aston-martin,Aston Martin V8,grey,01/2020,2020,135007,375.0,510.0,Automatic,Petrol,10.3,236 g/km,28229.0,Coupé - Aston Martin Hamburg
bmw,BMW X5 M,grey,06/2022,2022,129999,460.0,625.0,Automatic,Petrol,13.5,307 g/km,5990.0,Competition AHK FondEntProf SkyLounge 360°
lamborghini,Lamborghini Huracan,black,05/2023,2023,367280,471.0,640.0,Automatic,Petrol,13.9,338 g/km,137.0,EVO Spyder LIFT/SPORT SEAT/SENSONUM
audi,Audi RS6,grey,04/2023,2023,131888,441.0,600.0,Automatic,Petrol,12.5,119 g/km,6000.0,RS 6 Avant Quattro AHK E-KLAPPE KAMERA B+O Black
audi,Audi SQ7,grey,02/2023,2023,109950,373.0,507.0,Automatic,Petrol,12.0,276 g/km,4050.0,TFSI competition plus quattro PANO-AHK-HUD
lamborghini,Lamborghini Urus,grey,02/2018,2018,242900,478.0,650.0,Automatic,Petrol,5.1,119 g/km,75000.0,"Capristo /Bang&Olufsen/23""Zoll/Mwst"
audi,Audi Q7,grey,05/2023,2023,114900,210.0,286.0,Automatic,Diesel,7.1,187 g/km,1100.0,50TDI COMP LASER PANO CARBON HuD STD.HZG AHK
land-rover,Land Rover Range Rover,grey,06/2023,2023,179865,257.0,349.0,Automatic,Diesel,8.3,208 g/km,4150.0,NEW Range Rover 3.0 D350 *OHNE ZULASSUNG*
aston-martin,Aston Martin DB11,green,08/2021,2021,195007,375.0,510.0,Automatic,Petrol,9.9,230 g/km,7650.0,V8 Volante
lamborghini,Lamborghini Aventador,white,09/2011,2011,289949,515.0,700.0,Automatic,Petrol,5.1,119 g/km,45000.0,LP 700-4 LSS Akrapovic 20/21 R-CAM TOP
aston-martin,Aston Martin DBX,white,11/2020,2020,174900,405.0,551.0,Automatic,Petrol,11.8,269 g/km,25568.0,1913 *1 of 500* Limited Edition
audi,Audi Q8,grey,01/2023,2023,112980,210.0,286.0,Automatic,Diesel,6.9,180 g/km,50.0,"50TDI S-line+ Pano S-Sitze HUD SoftCl AHK 23"""
dodge,Dodge RAM,grey,12/2021,2021,124400,523.0,711.0,Automatic,Petrol,5.1,119 g/km,47500.0,6.2 Supercharger TRX 2022 CrewCab Alpine HUD
ferrari,Ferrari F430,grey,06/2008,2008,129000,360.0,489.0,Automatic,Petrol,18.3,420 g/km,56000.0,F430 Spider F1
land-rover,Land Rover Range Rover Sport,grey,05/2023,2023,147534,258.0,351.0,Automatic,Diesel,8.0,205 g/km,8.0,D350 Autobiography
bentley,Bentley Continental,grey,01/2017,2017,209900,388.0,528.0,Automatic,Petrol,7.7,246 g/km,26800.0,GTC V8 S CABRIO MANSORY CARBON MASSA
audi,Audi RS6,black,05/2023,2023,158441,463.0,630.0,Automatic,Petrol,11.5,263 g/km,1000.0,performance LAGERND KURZFRISTIG LIEFERBAR ca. 2...
audi,Audi RS6,black,09/2021,2021,259900,589.0,801.0,Automatic,Petrol,11.5,263 g/km,19596.0,Johann ABT Limited Edition 63of64
maserati,Maserati Levante,black,07/2021,2021,109988,390.0,530.0,Automatic,Petrol,13.3,314 g/km,10.0,3.8 V8 530 GTS FahrassistP Bowers PanoD
land-rover,Land Rover Range Rover Sport,grey,10/2022,2022,136980,258.0,351.0,Automatic,Diesel,7.7,203 g/km,5000.0,D350 Autobiography
aston-martin,Aston Martin Vantage,black,03/2015,2015,119000,421.0,572.0,Automatic,Petrol,14.7,343 g/km,47900.0,6.0 S Sportshift FULL Carbon B&O
land-rover,Land Rover Range Rover Sport,black,04/2023,2023,139000,221.0,300.0,Automatic,Diesel,8.1,211 g/km,1.0,D300 SE
audi,Audi RS Q8,white,08/2020,2020,139777,441.0,600.0,Automatic,Petrol,13.7,311 g/km,41562.0,RSQ8 4.0TFSI 305 km/h*Carbon*HeadUp*B&O*ACC*AHK
lamborghini,Lamborghini Huracan,grey,11/2020,2020,329900,470.0,639.0,Automatic,Petrol,14.3,335 g/km,27500.0,NOVITEC Huracán EVO Coupé AWD
lamborghini,Lamborghini Aventador,white,06/2022,2022,739900,566.0,770.0,Automatic,Petrol,17.9,486 g/km,2900.0,SVJ Roadster LP770-4
aston-martin,Aston Martin V8,black,11/2020,2020,139007,375.0,510.0,Automatic,Petrol,10.5,236 g/km,8400.0,Vantage
audi,Audi,yellow,02/2022,2022,174985,456.0,620.0,Automatic,Petrol,13.3,304 g/km,27600.0,V10  performance LASER*KERAMIK*MAGNETI
bentley,Bentley Flying Spur,black,06/2023,2023,323680,405.0,551.0,Automatic,Petrol,15.0,340 g/km,15.0,"S V8 BLACK/RED PANO 22"" AMBIENTLIGHT"
lamborghini,Lamborghini Huracan,yellow,06/2017,2017,245999,426.0,579.0,Automatic,Petrol,14.2,119 g/km,8030.0,LP580 SPYDER/CARBON/LIFT/RWD/ALCANTARA
lamborghini,Lamborghini Urus,black,07/2020,2020,270000,478.0,650.0,Automatic,Petrol,5.1,119 g/km,20369.0,Gold Edition
land-rover,Land Rover Range Rover,grey,11/2020,2020,112950,294.0,400.0,Automatic,Hybrid,7.5,72 g/km,15500.0,P400e Vogue
ferrari,Ferrari F430,red,07/2006,2006,129890,360.0,489.0,Automatic,Petrol,18.3,420 g/km,44377.0,Spider Scheckheftgepflegt  bei Ferrari
audi,Audi RS Q8,orange,12/2019,2019,121470,441.0,600.0,Automatic,Petrol,13.7,311 g/km,47420.0,Valcona B&O Massage Fahrwerkspaket advanced
ferrari,Ferrari 458,black,04/2012,2012,147745,416.0,566.0,Automatic,Petrol,13.7,307 g/km,92241.0,ITALIA CARBON KERAMIK*NAVI*LED*LEDER*SPORTABGAS*MP
lamborghini,Lamborghini Huracan,grey,05/2020,2020,279500,471.0,640.0,Automatic,Petrol,5.1,119 g/km,7000.0,Huracán EVO MY20 - Lamborghini Hamburg
bmw,BMW iX,red,04/2022,2022,104949,455.0,619.0,Automatic,Electric,224.0,0,13699.0,"IX M60 Laser,ACC,LCPro,Nav,360°,B+W,Soft-Close"
dodge,Dodge RAM,black,10/2021,2021,129690,295.0,401.0,Automatic,Petrol,21.0,506 g/km,12500.0,1500 TRX Hellcat 6.2 - Klappe & Bügel
audi,Audi RS6,blue,08/2018,2018,120000,519.0,706.0,Automatic,Petrol,9.6,119 g/km,14200.0,Nogaro Edition ABT 1/150
ferrari,Ferrari 812,blue,08/2019,2019,349900,588.0,799.0,Automatic,Petrol,5.1,119 g/km,5300.0,Superfast
land-rover,Land Rover Range Rover Sport,black,05/2018,2018,109900,424.0,576.0,Automatic,Petrol,12.8,294 g/km,99977.0,5.0 V8 SC SVR Panodak Stoelvent. Adapt. cruise 576
aston-martin,Aston Martin,grey,05/2023,2023,476990,515.0,700.0,Automatic,Petrol,13.8,315 g/km,61.0,Coupe Q Carbon Performance 1 of 333
ferrari,Ferrari FF,black,07/2014,2014,169890,485.0,659.0,Automatic,Petrol,16.3,380 g/km,34535.0,"6,3 V12 4x4  Tailor Made PANORAMA"
aston-martin,Aston Martin Vanquish,black,09/2017,2017,219900,444.0,604.0,Automatic,Petrol,13.1,302 g/km,24610.0,"S Onyx Black, Exterior Carbon Pack"
bmw,BMW M4,violet,02/2022,2022,135950,375.0,510.0,Automatic,Petrol,10.0,223 g/km,793.0,Competition M Performance Drivers Track Paket
audi,Audi,yellow,02/2022,2022,177985,456.0,620.0,Automatic,Petrol,13.3,304 g/km,22700.0,V10 performance LASER*KERAMIK*MAGNETIC
lamborghini,Lamborghini Aventador,green,06/2020,2020,459000,544.0,740.0,Manual,Petrol,18.4,499 g/km,9900.0,S Roadster/Olivgrün matt AD Personam/Garantie
bentley,Bentley Flying Spur,bronze,11/2022,2022,277777,404.0,549.0,Automatic,Petrol,11.6,270 g/km,4900.0,New Flying Spur S V8 INDIVIDUAL / NAIM / BLACKLINE
bmw,BMW M4,green,03/2021,2021,117800,375.0,510.0,Manual,Petrol,10.2,234 g/km,10900.0,"Competition Coupé Neupreis 144.690,00 EUR"
maserati,Maserati Levante,white,07/2020,2020,106666,390.0,530.0,Automatic,Petrol,12.0,272 g/km,30284.0,GTS Q4
lamborghini,Lamborghini Aventador,white,04/2017,2017,559900,552.0,751.0,Automatic,Petrol,16.0,370 g/km,899.0,SV Roadster Balloon White Carbon Fiber
maserati,Maserati Levante,grey,04/2021,2021,132444,427.0,581.0,Automatic,Petrol,13.2,299 g/km,3512.0,Trofeo *Top Ausstattung*
lamborghini,Lamborghini Murciélago,black,07/2007,2007,280000,471.0,640.0,Automatic,Petrol,21.3,495 g/km,30000.0,LP640-4 Roadster - Q-Citura Leder
audi,Audi RS6,grey,01/2022,2022,142985,441.0,600.0,Automatic,Petrol,11.5,263 g/km,26800.0,RS6 Avant HD-MATRIX*PANO*RS-AGA*RS-DYNAMIK*305KM
ford,Ford GT,silver,08/2018,2018,849900,483.0,657.0,Automatic,Petrol,14.9,350 g/km,3600.0,| Carbon Package
ferrari,Ferrari California,red,05/2013,2013,119000,360.0,489.0,Automatic,Petrol,13.1,119 g/km,56500.0,California F1
bentley,Bentley Continental GT,silver,12/2018,2018,163900,467.0,635.0,Automatic,Petrol,5.1,278 g/km,64500.0,"CONTINENTAL GT 6.0 W12 COUPE, ROTATING, SITZLÜFT"
lamborghini,Lamborghini Huracan,black,07/2022,2022,439640,471.0,640.0,Automatic,Petrol,13.9,331 g/km,65.0,STO | Lamborghini Nürnberg
bmw,BMW M3,grey,02/2023,2023,122770,375.0,510.0,Unknown,Petrol,5.1,119 g/km,1412.0,Touring Competition xDrive/CARBON/SCHALENSITZ
land-rover,Land Rover Range Rover,black,10/2022,2022,208899,390.0,530.0,Automatic,Petrol,5.1,119 g/km,2319.0,P530 *MY23*LWB*7Sitze*Pano*Standheiz
audi,Audi RS6,blue,05/2023,2023,140888,441.0,600.0,Automatic,Petrol,11.5,286 g/km,10.0,RS6 Avant DynamikP Laser 22Z Tour Pano Leder HUD
ferrari,Ferrari California,black,05/2009,2009,109000,338.0,460.0,Automatic,Petrol,13.1,299 g/km,53000.0,California F1
ferrari,Ferrari 488,grey,08/2019,2019,479990,530.0,721.0,Automatic,Petrol,11.5,263 g/km,3712.0,Pista Kamera/Lift/Klappe/JBL/Daytona/Carbon
bentley,Bentley Bentayga,white,07/2018,2018,149450,447.0,608.0,Automatic,Petrol,13.1,296 g/km,65500.0,W12 * CARBON PAKET * SPORTABGASANLAGE *
ferrari,Ferrari F8 Spider,red,09/2020,2020,359900,530.0,721.0,Automatic,Petrol,5.1,119 g/km,12125.0,Daytona Racing Lift Hifi Carbon Camera
land-rover,Land Rover Defender,black,01/2023,2023,129899,386.0,525.0,Automatic,Petrol,12.8,196 g/km,1600.0,90 V8 5.0 P525 BLACK EU6d Allrad HUD Luftfederung
ferrari,Ferrari Portofino,red,03/2020,2020,220000,441.0,600.0,Automatic,Petrol,5.1,119 g/km,11000.0,"Carbon ext/int Daytona seats AFS 20"""
jaguar,Jaguar F-Type,black,09/2022,2022,102980,331.0,450.0,Automatic,Petrol,11.0,252 g/km,3000.0,P450 Cabrio AWD R-DYNAMIC SVO Mattschwarz
bentley,Bentley Continental,black,05/2023,2023,319179,405.0,551.0,Automatic,Petrol,11.7,266 g/km,1923.0,GTC V8 Azure *NAIM*Rotating Display*
land-rover,Land Rover Range Rover Sport,white,04/2023,2023,169999,258.0,351.0,Automatic,Diesel,8.0,210 g/km,312.0,Panoram Meridian Autobiography
ferrari,Ferrari F355,red,01/1998,1998,168900,280.0,381.0,Manual,Petrol,5.1,119 g/km,38761.0,"GTS, nur 38.761 km, Schalter"
bmw,BMW Z8,silver,09/2002,2002,195000,294.0,400.0,Manual,Petrol,14.5,119 g/km,10771.0,Z8 roadster
lamborghini,Lamborghini Huracan,grey,10/2018,2018,324900,470.0,639.0,Automatic,Petrol,5.1,119 g/km,9700.0,Performante Spyder
ferrari,Ferrari F12,grey,07/2014,2014,245000,545.0,741.0,Automatic,Petrol,16.3,380 g/km,48400.0,Berlinetta *Lift*2.Hand*AFS*Dual Camera*
bentley,Bentley Continental GT,grey,12/2018,2018,199990,467.0,635.0,Automatic,Petrol,5.1,278 g/km,25000.0,"6.0 W12 4WD DCT,B&O,LUFTF,usw."
bentley,Bentley Bentayga,silver,07/2016,2016,104990,447.0,608.0,Automatic,Petrol,13.1,296 g/km,116300.0,W12 4-Sitzer Entertaiment Naim 22 Voll
land-rover,Land Rover Defender,orange,03/2023,2023,129800,386.0,525.0,Automatic,Petrol,12.8,290 g/km,7000.0,"110 5.0 P525 V8*HEAD-UP*BLACK PACK*22"""
bmw,BMW M4,green,05/2023,2023,113760,375.0,510.0,Automatic,Petrol,9.8,223 g/km,1001.0,Competition M Drivers P+Head-Up+h&k
lamborghini,Lamborghini Huracan,silver,10/2020,2020,285640,471.0,640.0,Automatic,Petrol,5.1,119 g/km,36820.0,EVO Coupé | Lamborghini Nürnberg
audi,Audi RS6,grey,06/2021,2021,132950,441.0,600.0,Automatic,Petrol,13.0,294 g/km,63985.0,305 KM H KERAMIK 22 MATRIX S-SITZE B&O PANO NACHTS
audi,Audi S8,blue,05/2023,2023,134590,420.0,571.0,Automatic,Petrol,11.6,266 g/km,3000.0,TFSI Quattro Vollausst. sofort verfügbar!!
bentley,Bentley Continental GTC,blue,09/2021,2021,259990,373.0,507.0,Automatic,Petrol,5.1,119 g/km,8500.0,*Headup*CAM*Sitzklima*Massage
aston-martin,Aston Martin DB11,grey,12/2016,2016,184000,447.0,608.0,Automatic,Petrol,5.1,119 g/km,33333.0,"5.2 V12 Launch Edition 21"" Superleggera"
bmw,BMW X6,black,09/2022,2022,102590,390.0,530.0,Automatic,Petrol,10.8,249 g/km,29990.0,"M50i H&K 22"" AktivL SkyL Sthzg Laser Sitzlüft"
bmw,BMW M5,grey,03/2022,2022,158830,467.0,635.0,Automatic,Petrol,11.3,256 g/km,20653.0,CS Competition Laser M Carbon M Drivers P.
aston-martin,Aston Martin V8,green,01/2022,2022,179999,393.0,534.0,Automatic,Petrol,10.5,236 g/km,5384.0,V8 VANTAGE F1 EDITION LIMITED CARBONPACK FULLOPT
bmw,BMW M4,grey,04/2023,2023,101000,375.0,510.0,Automatic,Petrol,5.1,119 g/km,1.0,M4 Cabrio Competition M xDrive
maserati,Maserati GranCabrio,white,09/2017,2017,119999,338.0,460.0,Automatic,Petrol,14.5,328 g/km,56000.0,"""Exclusive Modell-Sonderlack MY18"""
ford,Ford F 250,red,04/2023,2023,169990,355.0,483.0,Automatic,Diesel,13.0,450 g/km,250.0,F250  Power Truck  Short Box Crew Cab FX4 King Ran
bentley,Bentley Continental GTC,grey,03/2020,2020,224980,404.0,549.0,Automatic,Petrol,5.1,119 g/km,26700.0,"V8*BANG&OLUFSEN*MULLINER*22""LM*"
land-rover,Land Rover Defender,violet,03/2023,2023,129800,386.0,525.0,Automatic,Petrol,12.8,290 g/km,7000.0,"110 5.0 P525 V8*HEAD-UP*BLACK PACK*22"""
ferrari,Ferrari 488,black,03/2019,2019,449000,530.0,721.0,Automatic,Petrol,5.1,119 g/km,5550.0,HAND LACKIERT VOLL KOHLENFASER 1.HAND
land-rover,Land Rover Range Rover,grey,01/2019,2019,112880,386.0,525.0,Automatic,Petrol,12.7,289 g/km,63700.0,5.0 V8 Kompressor Vogue Multimedia
land-rover,Land Rover Defender,green,06/2023,2023,106900,221.0,300.0,Automatic,Diesel,9.1,238 g/km,1000.0,90 D300 75th Limited Edition
maserati,Maserati GranCabrio,grey,08/2019,2019,144444,338.0,460.0,Automatic,Petrol,14.5,328 g/km,8100.0,Sport
land-rover,Land Rover Defender,grey,06/2023,2023,139989,386.0,525.0,Automatic,Petrol,14.7,332 g/km,20.0,110 P525 V8 Carpathian Edition
audi,Audi R8,blue,03/2012,2012,104940,412.0,560.0,Automatic,Petrol,5.1,119 g/km,23781.0,GT Spyder V10 quattro R tronic LED Navi SHZ
jaguar,Jaguar F-Type,grey,11/2021,2021,112989,423.0,575.0,Automatic,Petrol,11.2,256 g/km,4742.0,"F-TYPE Cabriolet R AWD,Garantie bis 11.2024,1.Hd"
maserati,Maserati MC20,blue,06/2023,2023,255000,463.0,630.0,Automatic,Petrol,11.5,261 g/km,100.0,Carbon Keramic Lift Alcantara Sonus Kamera
lamborghini,Lamborghini Urus,grey,06/2019,2019,229900,478.0,650.0,Automatic,Petrol,12.7,325 g/km,68450.0,"unfallfrei, 1. Hand, DE AKTIONSPREIS"
lamborghini,Lamborghini Huracan,white,07/2017,2017,194900,426.0,579.0,Automatic,Petrol,11.9,278 g/km,74000.0,LP 580-2 Style Pack.+Lift+Garantie 06/23
lamborghini,Lamborghini Aventador,white,04/2019,2019,389500,544.0,740.0,Automatic,Petrol,5.1,119 g/km,11000.0,S
land-rover,Land Rover Range Rover Sport,red,01/2023,2023,160000,258.0,351.0,Automatic,Diesel,7.7,202 g/km,1100.0,D350 First Edition
lamborghini,Lamborghini Urus,black,02/2020,2020,250000,478.0,650.0,Automatic,Petrol,12.7,325 g/km,143000.0,4.0V8 Akrapovic Racing Exhaust  B&O 1.Hand
audi,Audi RS6,red,08/2022,2022,139620,441.0,600.0,Automatic,Petrol,11.5,263 g/km,16418.0,RS 6 Avant RS-Dynamikpaket / Anhängevorrichtung
jeep,Jeep Cherokee,white,06/2020,2020,102399,522.0,710.0,Automatic,Petrol,17.1,395 g/km,17000.0,"Trackhawk :SOFORT+ Panorama+ Leder+ NAVI+ 20""+ ..."
ferrari,Ferrari 296,red,11/2022,2022,357900,610.0,829.0,Automatic,Hybrid,10.8,244 g/km,150.0,Coupé 1.Hand
lamborghini,Lamborghini Gallardo,green,07/2008,2008,123000,412.0,560.0,Automatic,Petrol,14.0,327 g/km,39500.0,Superleggera*Carbon*Kamera*
audi,Audi SQ8,grey,03/2023,2023,124850,373.0,507.0,Automatic,Petrol,12.6,"289,3 g/km",9000.0,TFSI tiptronic AHK B&O Pano
audi,Audi e-tron GT,blue,03/2022,2022,109890,440.0,598.0,Automatic,Petrol,19.4,119 g/km,2599.0,quattro Keramik Matrix LED HeadUp O
bentley,Bentley Continental,black,04/2023,2023,277777,404.0,549.0,Automatic,Petrol,11.3,263 g/km,3900.0,GT AZURE V8 BLACKLINE / SADDLE / FULL
lamborghini,Lamborghini Urus,black,11/2020,2020,289900,478.0,650.0,Automatic,Petrol,5.1,119 g/km,28471.0,- Bang&Olufsen - MY21 - ADAS - Massage -
land-rover,Land Rover Range Rover Sport,black,03/2023,2023,133990,221.0,300.0,Automatic,Diesel,7.7,201 g/km,2999.0,D300 Dynamic SE AHK Winter
lamborghini,Lamborghini Huracan,black,03/2021,2021,298900,448.0,609.0,Automatic,Petrol,14.2,338 g/km,21000.0,EVO Spyder LP610 LIFT CARBON KLIMA NAV
bmw,BMW X6,black,01/2023,2023,104950,250.0,340.0,Automatic,Diesel,6.5,170 g/km,8650.0,xDrive40d M-Paket|LASER|360°|PANO|H&K|HUD|ACC
audi,Audi S8,grey,06/2023,2023,154350,420.0,571.0,Automatic,Petrol,11.7,266 g/km,2000.0,FSI 4.0 TFSI quattro
aston-martin,Aston Martin V8,grey,06/2021,2021,149900,375.0,510.0,Automatic,Petrol,10.5,245 g/km,9998.0,FL 360 XPELT Sitzkühlung Blind Spot
bentley,Bentley Flying Spur,green,05/2023,2023,276730,400.0,544.0,Automatic,Hybrid,3.3,73 g/km,1923.0,Azure Hybrid
ferrari,Ferrari California,grey,08/2011,2011,119000,338.0,460.0,Automatic,Petrol,13.1,299 g/km,79300.0,F1*Scheckheft*Navi*Kamera
maserati,Maserati Ghibli,grey,03/2020,2020,114850,316.0,430.0,Automatic,Petrol,11.8,268 g/km,23490.0,S Q4 GranSport MY20 Nerissimo
bentley,Bentley Bentayga,black,05/2023,2023,297322,404.0,549.0,Automatic,Petrol,13.0,294 g/km,52.0,"4.0 V8 Azure BLACK 22"" SPORTS EXHAUST"
